customer_id,customer_name,city,total_deposits,total_accounts
CUS0E5L5578GBVZ,"Sarah Wilson",Reedchester,727355.88,6
CUS0X7ZCGDC5TAO,"Robert Jones",Brianport,722830.79,5
CUSUB9NG2WXWECF,"Samuel Atkins","South David",721838.13,5
CUSQC8L2W6V60O4,"Keith Wagner","West Jonathan",721328.55,6
CUS3E5WXT75GHBJ,"Scott Jacobs",Sethmouth,720391.63,6
CUS28VBV6U5Z2UJ,"Melanie Anderson","East William",718346.44,5
CUSX6HSLBPUJLD4,"Kimberly Sparks",Thomasstad,718076.90,8
CUS2PDLE71XE7WK,"Jared Gonzalez","North Lisaview",712542.18,5
CUSCX5TQJKM6EMX,"Allison Alvarez",Zoefort,711498.30,7
CUS5E7SPGJDKS9Z,"Michael Taylor",Wallaceside,711298.12,6
CUSQZEE0XPZPWG6,"Andrew Martin",Anneshire,710756.69,5
CUS0UQ5MIAUWK31,"Joshua Brown","South Kendra",710157.73,7
CUS7IKMPJWEF2EZ,"Billy Travis","South Matthewfort",709870.59,5
CUSMF9VSUQLM42Y,"Michael Price","North Erika",709465.03,5
CUSML1FL2QTOUL7,"Gina Shelton","Lake Gregoryside",705553.50,5
CUSJSOO0BF0U16R,"Thomas Peters","West Sarah",704613.17,4
CUSTVA8DL5AQDQI,"Lynn Scott",Jaredton,704174.74,6
CUS87NMKSCDHNFW,"John Rice","Lake Christopher",700433.85,5
CUSVCOXNCJT7F8S,"Misty Alexander",Kelseyburgh,700066.88,6
CUSXCHFU131XQKW,"Heather Choi",Danastad,695883.88,4
CUSKR7493MW58MP,"Raymond Porter",Karenstad,694892.49,5
CUSPHRIJ2B1P1Z3,"Bryan Clark","New Stephentown",694093.78,5
CUS797WC54L8VZM,"Kathleen Roach","East Tabitha",693654.97,5
CUSPMX6W0M3C9BE,"Juan Garcia","East Robert",691793.07,5
CUSN9SJYHGO50XQ,"Christopher Johnston",Lauraberg,691208.18,5
CUS86MB45Y7Y73N,"Samantha Becker",Nathanmouth,689930.42,5
CUS1I74BD0DF98D,"Jeffrey Fernandez","North Heathermouth",689155.83,4
CUSA5H9P8DHGAEY,"Jonathan Moran",Davidport,689055.28,6
CUS4MMT6DQPRBSK,"Christopher Norton",Jeanetteburgh,689013.61,5
CUSOR4N6G846PJB,"Luis Ball",Wayneport,688009.59,5
CUSNQX8H9WP41ZF,"Linda Wilson",Josephview,687532.30,5
CUS12VMRIDFNPAB,"Morgan Barry",Cordovaview,685067.51,5
CUS78X5ZOA6HH73,"Jacqueline Williams",Caseyhaven,683330.67,5
CUSSKSYNEY8XM7E,"Sally Allen","Lake Michelle",682885.46,6
CUS46WE4B6BY9NI,"Joshua Matthews",Goldenport,680840.93,5
CUS7HCUI9X5VKX1,"Nathaniel Russell","Port Jason",678861.45,4
CUSPP504752AIPL,"Randy Lewis",Mahoneyville,677548.30,5
CUS7LJ5MV6B6RJ0,"Jennifer Nelson","Lake Karla",676620.75,5
CUSA7T4X9TM2THY,"Cody Oneal",Lindsaybury,676469.03,4
CUSTZYZCDKPLO8P,"Matthew Johnson",Padillastad,674330.54,7
CUSO4DQ2ZZKGONE,"Kristina Cuevas",Markfort,673120.58,5
CUS0KNLCN3X0Z2R,"Michael Reed","Port Andrew",672534.92,5
CUSIUB6NZOLHKDN,"Jacob Jones",Heatherton,671426.04,6
CUSQ9FZKB32JALD,"Jennifer Tanner","South Kristaton",670997.74,6
CUSUXGILUMQW4CZ,"Lori Gutierrez",Michaelhaven,668806.93,6
CUSDXB36LXZGGHA,"Michael Clay","New Johnborough",668516.33,6
CUSB83DRV7A8VN0,"Jesse Lopez","East Janestad",668125.78,4
CUSEQGI9GMORMRL,"Rachel Lewis",Roberttown,667894.54,7
CUSU721YE2781ZN,"Michelle Zhang","South Ariel",667866.96,5
CUSA2TDD3ZQ89CN,"Taylor Smith",Pamelamouth,667193.48,5
CUSSTP9SNLRP7BH,"Trevor Aguirre",Walkerborough,667044.72,5
CUSE5I13ZO6U96L,"Christopher Vaughan",Laurenland,667004.07,5
CUS8PZ6QDWLZWI6,"Jesus Nolan","North Meganshire",666929.93,6
CUS49SETW7T125T,"Cynthia Morris","Port Ronald",665799.68,5
CUS38Y9A6I966VZ,"Elizabeth Tucker",Gibsonberg,665221.86,5
CUS4LAVBURTTORD,"Jackie Johnson",Margaretside,664572.60,5
CUSRFBIURESYF40,"Diana White",Greeneview,662169.34,6
CUSF1HXFVYEWVLP,"Heather Chan","Port Ashley",661884.02,5
CUS5Y1OY4GNOWVP,"Jasmine Daniels","Port Jenniferberg",661698.56,4
CUSJ1BU2V7GAYRB,"Tracy Holmes","North Kathyburgh",661557.85,4
CUSWOOTOUTVA420,"Christie Harding","Lake Kristinmouth",661369.76,4
CUS7LSY2SQFPJTE,"Nicole Wolfe",Maryhaven,660474.59,5
CUSCP01VWTEH6Y5,"John Norris",Timothymouth,660334.77,4
CUSATAPX4EBM4I6,"Melissa Chang","West Kevin",659785.24,5
CUS53N3KW6RK64L,"Julie Rios","New John",658618.19,6
CUS1D3CW4MQWLBG,"Mary Henry",Walkertown,658353.88,5
CUSE3QQJZMBLOYM,"Nicholas Lewis",Alyssamouth,657517.83,4
CUSFVTHYKCX6W81,"Anne Campos",Adamland,657060.31,4
CUSA7W8WYRA7KEI,"Kelly Brown","Lake Jeffrey",656679.78,5
CUSRND57GHX66PN,"Tiffany Whitaker",Kristaberg,655061.91,5
CUS9I48GDUGVA79,"Carol Contreras",Mcintoshshire,654790.89,4
CUS2SCY2P5W50CF,"Latoya Rogers","West Chelseafurt",652761.43,4
CUSQLXYUFYOX5OZ,"Adrian Gomez","West Karen",652112.28,5
CUST925N0D1SY2M,"Dominic Raymond",Sextonfurt,651220.55,4
CUSKEPADAHP2RNZ,"Robert Hayes",Hudsonburgh,649984.01,4
CUS9LZ8HWFQRKYZ,"Jeffrey Sherman","Port Paul",649301.28,5
CUSBDNL0DMP5FEB,"Christopher Acevedo","South Erinview",648718.06,7
CUSFXRO9S8LRLZA,"Amber Black",Vaughnmouth,647083.62,5
CUSKYRPBLNHQ9PN,"Michael Hernandez","South Kyle",645515.02,6
CUSQ2E4AS034QW8,"Fred Hale","Lake Johntown",644159.17,6
CUSJBCJ9X9YEZPU,"Kelli Kramer",Hallfurt,643502.52,5
CUS7S2FU1T1LXVT,"Kristin Gray",Robertstad,642699.76,5
CUSBQI3NMH16AFD,"Susan Mills",Johnsonview,642531.82,5
CUSPIFPFV55PX1Y,"Jason Golden",Nelsonchester,641237.06,4
CUS7MMCRCF14X2T,"Olivia Sanders","North Michael",640880.80,4
CUSKWXZWL9PQRMO,"Shannon Owens",Richardsbury,640666.94,4
CUS8PUXF1B352JK,"Jake Mitchell","East Elizabethton",639282.85,4
CUS23GPTBT5EJTH,"Benjamin Riley","East Kellyhaven",638534.31,5
CUSQK5W107O7FP8,"Ellen Logan","East Markbury",638155.97,4
CUSCLL1CIT4M33S,"Anita Lowery","Port Michelletown",637879.63,4
CUSE1VXDAMGJLZS,"Crystal Brooks",Morganton,637821.43,4
CUSAT1REW1VDBV2,"Jonathan Love","Lake Tonyafort",636563.81,5
CUS0FQXU7VL7KBQ,"Christopher Nelson",Davidshire,635052.21,6
CUS5XK91OR6DK3Z,"Pamela Lam","West Alexandertown",634884.09,4
CUS3QZB4LGSV2CX,"Carolyn Watkins",Russochester,634813.61,5
CUSORGT49DPMHG0,"Donna Jackson","West Jessica",634451.67,5
CUSO8OYN4Y275WY,"Sonia Snow","East Kendraberg",634157.61,5
CUSHNIR4DSMR9H8,"Bryan Martinez","New Deannaburgh",633306.90,5
CUSJHKBSEFMK1D7,"Julie Burton",Ashleyport,633138.36,5
CUSVHIAD1VNLPTD,"Pamela Gamble",Marcuston,632981.29,7
CUSIXUB4IBHIF5S,"Erica Lopez","Lake Matthewfurt",632598.34,7
CUSRUR1Y48C3DO8,"Andrew Miller",Snowfort,632441.14,5
CUSSVWMU5EJALFU,"Ricky Chandler","Lake Erinland",631788.11,5
CUS2M92EB7UOGUN,"Katherine Payne","East Donaldstad",631737.70,5
CUSN72S20IZFSVB,"Patrick Johnson","West Kristinaville",631522.78,5
CUSPDFUZ5WP9HTK,"Katherine Patterson",Smithport,631148.54,6
CUSORHJIVYI5ZJI,"Derek Douglas","East Danielfort",630423.75,6
CUS9PE5CY8ZF84Q,"Donna Burnett","South Sabrina",630077.09,5
CUS7CEOCO544KOM,"Blake Frederick",Moorefurt,630052.86,4
CUSON268LF4L7B8,"Derrick King",Amberfurt,629827.32,6
CUS1LFMOCB24XNZ,"Christopher Hunt","West Krista",629752.25,4
CUS95NEQ2CNI1RK,"Richard Leon","West Cheyenne",628291.71,5
CUSIXR079MMWC75,"Jason Foster",Lynchfurt,627998.24,5
CUSTSY66H4KRQ3V,"Tammy Richards","Port Trevor",627709.73,4
CUSDVO02MZJ86GO,"Ann Morgan",Charlesport,626913.80,5
CUSJ3T6FE0Q2SD9,"Katelyn Sanchez","West Tony",626784.74,4
CUSUSNSFSJ8IHH7,"Jamie Lindsey",Laurenmouth,626686.82,5
CUSY9FC2D3YAK9X,"Nathan Carlson","West Danielview",626043.87,4
CUSIS8Q0SV2Z5VN,"Charles Morris",Harringtonville,625239.74,4
CUS8M4WSGHLXLIU,"Jennifer Robinson","East Kimberly",624823.56,4
CUS47GOF6ISUILK,"Destiny Ross",Mcneilberg,624571.59,5
CUSVYGGIYM6XYF6,"Christine Thompson",Sarashire,624520.56,6
CUS6RAT9VA5W1HR,"Lauren Stone",Gregorystad,623970.06,5
CUSWO0M04V84DW4,"Noah Woods","North Melanieview",623537.71,5
CUSR4Y8A5VKUA46,"Kelsey Salazar","East Reginald",622992.65,5
CUSQM2CXBHDC8HW,"Paul Moore","West Kendra",622826.31,5
CUSFAT8OW57TGG9,"April Young",Adamsmouth,622417.72,5
CUSDQC4W7DKKQYB,"Jason Scott","East Ericland",622195.42,4
CUSY0APIJ5N0I26,"John Williams",Courtneyport,621557.70,4
CUSUA6OYPQPGEF4,"Melinda Castro","South James",621472.33,4
CUSJDB0DWA3231X,"Michelle Smith",Gonzalezland,620969.46,4
CUSV1SUDRXK26W3,"Angela Rodriguez",Williammouth,620482.22,5
CUSPZK4JC4W3MA6,"Melissa Potter",Carriemouth,619479.25,5
CUSTLTT23G5SMQ5,"Brandon Rice","Port Amandashire",619296.80,6
CUSAF3EUNRHC94D,"Raymond Jones","Port Jeremy",618754.90,4
CUSR2A7KZ2VL2O6,"Mark Hunter","Lake Jodi",617683.52,4
CUSHDVRU6FFRO78,"Pamela Fields",Jenniferchester,617460.87,6
CUS01LOI4P2GAYQ,"Lauren Conley",Carlosbury,617317.59,5
CUSCNWZBOZHFK34,"Adam Solis",Garciaview,617026.69,4
CUSDYLNWU704ZWJ,"Jenna Miller",Kristyside,616301.03,5
CUSEODXEAQSAT1R,"Becky Martin","Lake Mikayla",615453.47,4
CUSSH41SGYYYK11,"Felicia Norton",Lambertstad,614524.84,5
CUSN1P8VS6NP2KG,"Terri Baird",Parkerchester,614113.38,4
CUS6RT1WT3F1853,"Michael Garcia",Watsonburgh,613930.01,5
CUSV4ZPPZ99FMK3,"Angela Galloway",Andrewshire,613118.68,5
CUS5DFC5NBEWUFL,"Lindsey Haynes",Armstrongfort,613020.41,4
CUSCOFH3DX4HKUI,"Jennifer Gonzales",Walkertown,612391.43,4
CUSC7KLOTOC64JU,"Courtney Serrano","Port Marie",612053.74,4
CUSBEFU0CUN5HKA,"Joshua Mckenzie",Romeroview,611939.95,5
CUSYIVU3O4A5XHV,"Rebecca Alvarado","East Justinburgh",611214.62,4
CUS9QIQOP0ERXRU,"Julia Marks",Williamsshire,611017.06,4
CUS77GQ9931RUSG,"Sharon Gordon",Scottville,610706.84,5
CUSEYBANZUUB8EJ,"David Hartman","West Jamesmouth",610696.56,4
CUSRNJI61R8B945,"Erica Simmons",Kennethfort,610486.73,4
CUS82BMGOQBMRU4,"Courtney Riley",Matthewsberg,609401.91,4
CUS4DCJ1PQMM7SL,"Diana Kerr",Wilsonberg,608917.70,4
CUSK3IM6PY3LTU3,"Christine Barton",Michaelafurt,608646.94,6
CUSCTN1TRR6SV85,"David Anderson",Tanyaborough,608460.42,5
CUSBT4OBKS3II3F,"Hannah Hill","Port Michele",608096.51,5
CUSCCK99IFH7NGU,"Amy Lucas",Williamsside,607968.46,5
CUS5TL4LQJLAX56,"Christina Gardner",Carolinetown,607865.44,5
CUS1NKTI5DKQ5H7,"Elizabeth Reyes",Kimberlyland,607517.40,4
CUS5RELPT6OVCNJ,"David Li",Kennedyton,607499.34,4
CUS1IXU1OUBNLMA,"Billy Clarke","Port Matthew",606967.39,4
CUSE7DNE1MK4QCT,"Kevin Williams",Christopherland,606924.79,4
CUS5DYV499FS8P9,"Daniel Chaney","New Amyberg",606603.06,6
CUSA0GY4KBULONX,"Zachary Ramos","Port Jonathan",606477.08,4
CUSSDGC6ZPQBLXA,"Lauren Craig","Lake Karla",606471.42,5
CUSC2OP8FEF40ZQ,"Cynthia Butler",Millerfurt,605256.76,5
CUS7TXOUE197K1D,"Bridget Rivera","Lake Alexandra",604785.45,5
CUS0ZK53QME87WX,"Andrew Anderson","West Loriland",604544.09,5
CUSGTQXP2Y4VW74,"Christopher Bailey",Deborahside,603618.89,4
CUSOCOB95N9GZW4,"Jessica Turner",Graymouth,603313.87,6
CUSLWTKBXSDRQF2,"Betty Webb","North Ashley",603053.38,4
CUS2UH1E77BAZ9C,"Lori Hess","South Anthony",602937.39,5
CUSDHHD91H7HOQS,"George Malone","Port Christinefurt",602902.21,4
CUS82PJJS05SUCT,"Natalie Foley","South James",602879.28,5
CUS7IGGJ8REZYQ7,"Hailey Patton","New Jessicashire",602805.96,5
CUSTY4WTQDD48Y1,"Joseph Price",Roymouth,602621.34,5
CUS8WAE7YDXKTRR,"Deborah Pierce","Port Michael",602252.39,6
CUS5M1XQBO1G320,"Jennifer Martinez","South Megan",601840.31,5
CUSS8QN16MRIEJ4,"James Gonzales",Hicksland,601628.73,4
CUSV8AZHBV8CCT7,"Renee Blanchard","West Williamfort",601220.58,5
CUSNC4QSI21RNQ3,"Patrick Silva",Hernandeztown,601008.16,5
CUSTUA7N9501ILV,"Denise Young",Simpsonview,600913.97,5
CUSFUDAHCR02TR7,"Tracy Johnson",Nathanstad,600876.40,5
CUSZMVNK4MBJLD2,"Mary Allen","New Luis",600084.62,4
CUSX9OJWUDRGTZ6,"Randy Burnett","North Stephaniefort",599432.84,6
CUSGACOY3TL9PQY,"Patricia Franklin",Cabrerastad,599275.80,4
CUS654IZ6KDL7NW,"James Clark",Coxhaven,599221.90,5
CUSJ5X9O1O8W7WM,"Catherine Hernandez",Mccarthyfort,598781.45,6
CUSN67E2B48L1NB,"Jeffrey Booth",Richardshaven,598676.74,4
CUSSZEXSGQWVKVT,"Brian Black",Shepardville,598631.80,4
CUSTJ1PCYHVZHYY,"Katie Allen",Michelleshire,598280.84,4
CUS7ZY75YYUL06I,"Brandon Campbell",Angelamouth,598088.27,5
CUS3770HGWDR3KU,"Kimberly Thomas","West Kelsey",597344.28,4
CUS71QRGTLQNX6D,"Victoria Martin","Lake Vanessa",597166.02,5
CUSK6I2K7MB72G3,"Billy Lopez",Sawyerchester,596908.25,5
CUSTWRQWKDC1KQN,"Kristina Silva","East Kristinafurt",596153.39,4
CUSFPUXQ47SQLWE,"Brenda Doyle","Port Jordan",595888.42,5
CUSWZJLNJCKRTBP,"Lauren Robinson","North Carolynberg",595726.32,6
CUSWWAGFNEKXBK9,"Patrick Keith",Chelseyfort,594903.36,4
CUSLTD24B4HFAKG,"Sarah Ray",Rebeccaview,594831.52,6
CUSMNVFH3NPBD1K,"Diana Dennis",Garzamouth,593932.13,6
CUSGHAR33R40ADF,"Joshua Carpenter","South John",593261.42,4
CUS3BF5QGIZQMUH,"James Guerrero",Jeffreyfurt,592688.62,4
CUSUYUIRZUBLMAT,"Aaron Curry",Isaacport,592316.09,4
CUSIEC6ON90KIR6,"Austin Hall","East Kristin",592161.34,4
CUSIU8L77EL8NGH,"Todd Carpenter",Davidfort,591984.30,4
CUSOS32K1FIYJP6,"Gerald Butler","North Joann",591571.26,4
CUS6TZR7YD9TLYZ,"Anna Garcia","North Pennytown",591198.01,4
CUSJL7E347HNE9F,"Michael Mosley","West Stephanieville",591154.54,4
CUSC6SBW3JGXLUE,"David Olson",Wattsborough,591075.14,4
CUSINVCYN9EX03Z,"Roger Chen",Susanchester,589714.84,5
CUSF73CAEMJUW3B,"Chelsey Kidd","West Erinport",589490.27,4
CUSKTXRYTIXI8BG,"Ryan Anderson","Port Ronaldtown",588850.41,5
CUSXZLJ46NVTA5W,"Cathy Blevins","East Jennifer",588837.60,5
CUSB2BPWT9KEXWN,"Angela Fox",Dyerfurt,588552.66,4
CUS6EZZY03UXBPH,"Bonnie Atkins","South Valerieshire",588191.38,4
CUSJ1T3ADB56EN6,"Dakota Smith","North Matthewton",588111.67,3
CUS6T0DTEKR69QJ,"Keith Levy","North Cindy",587807.38,5
CUSCCX4GXOZ0MF4,"Michael Wilson","Port Kristina",587545.03,4
CUS0WESLLT4OPQS,"David Hill","Lake Brianna",586983.10,6
CUSGUXBR0LXL7C3,"Jessica White",Samanthaville,586880.68,4
CUS7KBUM02SGRM9,"Veronica Weber","Port Shellyton",585213.08,6
CUSFIH0V0YNKR9N,"Dawn Randall",Sherryberg,584807.87,4
CUS68KK29S1GE5N,"Matthew Johnson",Dannyton,584420.21,5
CUSV9LY3NFXF4US,"Barry Stephens","East Brandon",584135.44,4
CUSY956ZE90CF0F,"Mindy Williams",Richardfort,583722.33,4
CUSOHNLVQHWF47L,"Shane Martinez","North Johnburgh",583408.31,6
CUSNXF6HYD6I0BY,"Mark Hernandez","Port Mackenzie",583354.94,4
CUSL7TJBGU92500,"Alvin Hickman",Murphymouth,583352.34,5
CUS45D77U19BRNC,"Madison Stevens",Johnsontown,582947.40,4
CUS5GYIMQ5GLHC0,"Antonio Olsen",Amandachester,582921.14,4
CUS10PA1F37FHWV,"Edward Beasley","West Jamesside",582829.33,4
CUSD7RAAK0C8KLV,"Sarah Williams",Adamton,582800.15,5
CUSSF3BKDEKW92P,"Elizabeth Saunders","West Kristina",582742.21,4
CUSEXB4Z7J8HWE2,"Charles Dickson",Stephenchester,582555.19,3
CUSKK7VBEE9OILN,"Angela Richmond",Wilsonmouth,582190.17,5
CUSQKD8UR6TIARO,"Paul Lyons",Tammyshire,581960.46,5
CUSUMZXQ7XVB9RI,"Michael Carter","South Tammy",580944.03,4
CUSOOMNPAYGTCDK,"Jeffery Hill",Robinburgh,580490.00,5
CUSDN83FIEFAVNE,"Connie Smith","East Juliefort",580047.24,5
CUSTAH8PVP60IHH,"Jason Schultz","Lake Erica",579388.56,4
CUSOTXD0GP4TJUX,"Jennifer Hobbs","West Kim",578786.42,6
CUSD6TKIR44PG2U,"Kimberly Brown",Stevenberg,577889.02,5
CUSQCE0P72YS17H,"Justin Scott",Dylanport,577851.92,6
CUSCYWD14VE92MP,"Elizabeth Valentine","Port Joelfurt",577654.88,4
CUS7H744TJKJBRI,"Melissa Hernandez",Taylorside,575971.49,4
CUSG2OCQLAILSC3,"Shannon Horn","West Laura",575853.65,5
CUSYAWDZGG9YN8C,"Robert Brown","East Raymondside",575491.97,4
CUS2TN8R09VIBU2,"Thomas Carlson","East Bethanybury",574685.60,3
CUS83D1LU8UY6BL,"Jessica Michael","West Michael",574283.38,5
CUSTTQWUTCV4K4P,"Melanie Ramirez",Leetown,574246.31,4
CUSDMTV8HUTXM5J,"Tara Watson",Jeffreyberg,573799.92,4
CUS96A2PVDOJOMD,"Richard Owen",Chaseville,573765.00,4
CUSO3XD9BCUX04N,"Cody Doyle",Michaelton,573756.49,5
CUS9Z7O8X6MJ5KF,"Anna May","West Kurt",573388.65,5
CUS734YS2DG3DM5,"Jason Rocha",Ibarrabury,573296.88,4
CUSMCVGNKNJP2SR,"James Deleon",Gonzalezport,572541.29,5
CUS2QI2FJ764A26,"Lisa Davis",Smithview,572266.03,4
CUSNFIZ0MQGWHS7,"Julia Watson","Port Dustinmouth",572251.43,4
CUSLQYK0MWMNHB5,"Robert Reeves",Sellersfurt,571787.61,5
CUSP5FQNJ15MOJ2,"Zachary Mccormick",Leebury,571599.35,5
CUSTTT2Q8WTCUKR,"Deanna White","North Ashley",571364.12,5
CUSWLJ12RP3DFBY,"Shannon Fisher","Lake Natalietown",571168.52,4
CUSQFFHR7V22IA7,"Kerri Phillips",Millerchester,571159.15,4
CUSEXWFP2G2HDUU,"Joshua Jones","North Biancahaven",570990.15,5
CUSB2NIXI8E5532,"Charles Barton",Elizabethville,570868.40,5
CUSKLFGC9TADPEK,"Kendra Villarreal","East Josephchester",570233.18,5
CUS72WHAW3NLFVI,"Amy Oneill",Kyletown,569814.27,5
CUSN7QPPJ0MO1QQ,"Ryan Leonard",Henryland,569757.58,4
CUS4VV9C0XFEVMY,"Robert Mack",Marcusbury,569415.36,5
CUSQA1HZ46BCR4V,"Cynthia Davis","North Lauren",569348.12,4
CUS83MTEBDUD8T7,"Veronica Hall","East Tinachester",569255.27,4
CUS1BFB6FPDA1O3,"Mark Schwartz","East Tim",568746.97,4
CUSBU763OTMX9I5,"Karen Hayes",Bellfort,568344.87,4
CUSU485289A9DF9,"Cynthia Hobbs",Johnsonchester,568095.98,4
CUS5JTKLM782TY9,"William Perkins",Smithmouth,567848.10,5
CUSOO454B8IARCA,"Christopher Walter",Kevinfurt,567732.21,4
CUSNV2GW1MTDZQY,"Teresa Blanchard",Bethberg,567554.75,4
CUSQSKGQ44I4JD3,"Jack Higgins",Albertmouth,567253.20,3
CUSVPAZ0Y3FSNC8,"Virginia Long",Sharonborough,567246.22,4
CUSFBU8PYXD6VLO,"Joseph Lozano",Helenbury,567138.11,4
CUSR6A9E59Z460A,"Jeremy Bond","West Brittanyview",566217.16,5
CUSV7C1CHX1FO4L,"Gene Bond",Julieland,565931.14,4
CUSU2MU3LE5GR0P,"Julie Baker",Ralphburgh,565915.11,4
CUS7BSV1GJO16II,"Juan Mcguire",Doughertyland,565876.37,4
CUSQTAFJHUU2X6W,"David Smith","New Johnny",565432.69,4
CUSYHNHWD22LY77,"Karen Young","Port Taraside",564483.74,4
CUSM4UA1FF0IG45,"Anne Woodard","Lake Victoriaside",564452.22,4
CUSHUI6KLN5PQI5,"Lauren Irwin","North Sethhaven",564348.96,4
CUSVUO0YS7XCCSK,"Stacy Ward",Ryanfurt,564230.12,4
CUS68VEE8WJBY4Y,"William Taylor",Angelaland,563725.59,4
CUSM89ODQMIFFU8,"Caroline Wheeler",Huffberg,563332.06,4
CUSKOT4D49PQC3Y,"Joann Krause","North Hannahbury",562766.33,4
CUSQFYZ83TZLW4H,"Charlene Garcia",Levymouth,562765.52,4
CUSZ0MLW2DAHT96,"Sheri Booth",Juliefurt,562337.66,4
CUS8HS2C39Z32HF,"Jose Anderson","New Melissa",562053.75,6
CUS2XUYYX1EV61S,"Kyle Maxwell",Austinshire,560800.14,3
CUSGUE85P11U188,"Lori Sanchez",Toddside,560772.66,4
CUS10648Q7OKNRL,"Stacy Ortiz",Kellyhaven,560317.50,4
CUSVKYM1IV2DGI0,"Valerie Castro","North Thomasview",559584.20,4
CUS5074J55HDL7O,"Katherine Tran","North Kathleen",559193.96,3
CUS5S5H8VZNKL42,"Tonya Ramirez",Brendaton,559168.61,5
CUS0BS90XP7RXF8,"Lauren Kim",Bradyburgh,558482.88,4
CUSCKRKUTRXLXLI,"Erik Perez",Romeromouth,558097.69,4
CUSTMQRRSMWGCV7,"Shannon Cruz",Travismouth,557718.16,4
CUS5AMW6IMKDGX0,"Cassandra Anderson",Juliaton,557092.95,4
CUSRHJUGMHZOJ1B,"Jessica Price","New Clintonville",557050.85,4
CUSI2XXZXCZB3H3,"Sarah Alexander",Lawrencemouth,556884.21,3
CUS4FTEOTC2HQCL,"Jackie Weaver","East Janetborough",556555.73,4
CUSYEMSDEWKT0N9,"Samuel Evans",Nelsonport,556545.00,4
CUSWTNKFN90LZ4N,"Dustin Ochoa","Lake Samanthaport",556504.52,5
CUSK8JSKPXU8F6G,"Monica Johnson","North Megan",556384.57,6
CUS6LXRLE7JGP32,"Matthew Solomon","Port Amandamouth",555746.83,5
CUSJKITRGUBTUXD,"April Douglas","South Sherry",555738.78,4
CUSE88R0DT0MLWD,"Megan Ware",Contrerasland,555711.73,4
CUSW3WMD2NQ37R0,"Daniel Reid",Hollandmouth,555693.93,5
CUSF5G6NGQ6SNUF,"Dean Morris","Port Abigailfort",555641.48,4
CUS4NLL35OZYLPU,"James Long","South Daniel",555364.66,4
CUSIEGVNVMMDONW,"Kevin Wilson",Hessland,555025.35,5
CUSU1SNL8MGU4WC,"Veronica Adkins","North Brenda",554963.69,4
CUSBZQL8QDZF14W,"Jacob Scott","Port Dennis",554411.46,6
CUSZ4KHKBXPN19Q,"Erin Winters","East Bradleyfort",554286.24,4
CUSYFWK6IIVF8S7,"Sean Cobb",Lauraborough,554139.31,5
CUS6YL5LNNWOQD4,"Susan Reed",Hartmanmouth,553615.72,6
